date,product_id,store_id,price,promotion,stock_level,units_sold
2022-02-04,Product_B,Store_2,8.89,0,125,92
2022-02-05,Product_B,Store_2,8.26,1,75,154
2022-02-06,Product_B,Store_2,14.69,1,35,141
2022-02-07,Product_B,Store_2,28.38,0,167,94
2022-02-08,Product_B,Store_2,17.93,0,239,87
2022-02-09,Product_B,Store_2,29.54,0,152,95
2022-02-10,Product_B,Store_2,26.26,0,20,127
2022-02-11,Product_B,Store_2,18.03,0,45,100
2022-02-12,Product_B,Store_2,22.47,0,30,115
2022-02-13,Product_B,Store_2,15.79,0,72,121
2022-02-14,Product_B,Store_2,13.52,1,34,148
2022-02-15,Product_B,Store_2,14.14,1,49,150
2022-02-16,Product_B,Store_2,14.55,1,232,116
2022-02-17,Product_B,Store_2,19.71,0,245,124
2022-02-18,Product_B,Store_2,13.57,0,97,108
2022-02-19,Product_B,Store_2,12.39,0,122,107
2022-02-20,Product_B,Store_2,27.19,0,241,121
2022-02-21,Product_B,Store_2,9.96,0,149,91
2022-02-22,Product_B,Store_2,15.71,0,177,102
2022-02-23,Product_B,Store_2,29.31,0,76,92
2022-02-24,Product_B,Store_2,8.18,0,50,104
2022-02-25,Product_B,Store_2,12.43,0,231,112
2022-02-26,Product_B,Store_2,21.7,0,137,103
2022-02-27,Product_B,Store_2,11.45,0,26,119
2022-02-28,Product_B,Store_2,21.23,1,143,141
2022-03-01,Product_B,Store_2,20.21,0,146,119
2022-03-02,Product_B,Store_2,9.17,0,151,126
2022-03-03,Product_B,Store_2,9.09,0,54,120
2022-03-04,Product_B,Store_2,29.46,0,207,105
2022-03-05,Product_B,Store_2,18.94,0,136,121
2022-03-06,Product_B,Store_2,17.31,0,243,114
2022-03-07,Product_B,Store_2,14.13,0,206,92
2022-03-08,Product_B,Store_2,20.99,0,229,104
2022-03-09,Product_B,Store_2,25.27,0,128,102
2022-03-10,Product_B,Store_2,17.2,0,110,104
2022-03-11,Product_B,Store_2,17.86,0,247,112
2022-03-12,Product_B,Store_2,26.63,0,23,137
2022-03-13,Product_B,Store_2,27.57,0,99,117
2022-03-14,Product_B,Store_2,17.53,0,55,103
2022-03-15,Product_B,Store_2,28.48,0,78,125
2022-03-16,Product_B,Store_2,13.62,1,236,158
2022-03-17,Product_B,Store_2,29.86,0,165,103
2022-03-18,Product_B,Store_2,16.15,0,188,94
2022-03-19,Product_B,Store_2,18.14,0,120,123
2022-03-20,Product_B,Store_2,28.73,1,180,203
2022-03-21,Product_B,Store_2,19.53,0,69,113
2022-03-22,Product_B,Store_2,28.03,0,137,109
2022-03-23,Product_B,Store_2,29.09,0,166,96
2022-03-24,Product_B,Store_2,9.09,0,126,103
2022-03-25,Product_B,Store_2,28.62,0,61,119
2022-03-26,Product_B,Store_2,21.47,0,98,121
2022-03-27,Product_B,Store_2,20.98,0,42,122
2022-03-28,Product_B,Store_2,17.5,0,74,121
2022-03-29,Product_B,Store_2,20.23,0,82,105
2022-03-30,Product_B,Store_2,21.65,0,217,110
2022-03-31,Product_B,Store_2,28.71,0,162,133
2022-04-01,Product_B,Store_2,17.8,0,110,113
2022-04-02,Product_B,Store_2,8.95,1,79,168
2022-04-03,Product_B,Store_2,25.51,0,40,110
2022-04-04,Product_B,Store_2,20.38,0,184,103
2022-04-05,Product_B,Store_2,24.88,0,148,125
2022-04-06,Product_B,Store_2,27.04,0,102,118
2022-04-07,Product_B,Store_2,24.5,0,223,129
2022-04-08,Product_B,Store_2,8.44,0,242,127
2022-04-09,Product_B,Store_2,29.94,1,156,165
2022-04-10,Product_B,Store_2,28.43,0,35,133
2022-04-11,Product_B,Store_2,15.79,0,40,106
2022-04-12,Product_B,Store_2,27.84,0,67,119
2022-04-13,Product_B,Store_2,18.39,0,164,112
2022-04-14,Product_B,Store_2,15.08,0,228,110
2022-04-15,Product_B,Store_2,25.09,0,198,107
2022-04-16,Product_B,Store_2,26.91,0,206,129
2022-04-17,Product_B,Store_2,18.43,0,192,117
2022-04-18,Product_B,Store_2,22.55,0,96,112
2022-04-19,Product_B,Store_2,27.17,0,66,116
2022-04-20,Product_B,Store_2,27.6,0,38,98
2022-04-21,Product_B,Store_2,16.74,0,47,123
2022-04-22,Product_B,Store_2,11.8,1,215,151
2022-04-23,Product_B,Store_2,29.17,0,36,133
2022-04-24,Product_B,Store_2,9.22,0,31,127
2022-04-25,Product_B,Store_2,16.01,0,111,104
2022-04-26,Product_B,Store_2,23.78,0,183,97
2022-04-27,Product_B,Store_2,13.64,0,141,104
2022-04-28,Product_B,Store_2,23.13,0,95,83
2022-04-29,Product_B,Store_2,15.01,0,26,93
2022-04-30,Product_B,Store_2,19.85,0,45,111
2022-05-01,Product_B,Store_2,19.27,0,131,134
2022-05-02,Product_B,Store_2,22.33,0,221,118
2022-05-03,Product_B,Store_2,13.64,0,235,98
2022-05-04,Product_B,Store_2,12.9,0,26,84
2022-05-05,Product_B,Store_2,21.15,0,78,114
2022-05-06,Product_B,Store_2,24.1,0,228,109
2022-05-07,Product_B,Store_2,25.57,0,79,115
2022-05-08,Product_B,Store_2,29.01,0,33,122
2022-05-09,Product_B,Store_2,16.12,0,166,105
2022-05-10,Product_B,Store_2,24.01,0,227,106
2022-05-11,Product_B,Store_2,24.77,0,173,109
2022-05-12,Product_B,Store_2,14.27,0,247,105
2022-05-13,Product_B,Store_2,13.08,0,208,114
2022-05-14,Product_B,Store_2,23.26,1,53,139
2022-05-15,Product_B,Store_2,21.95,0,156,108
2022-05-16,Product_B,Store_2,24.64,0,62,104
2022-05-17,Product_B,Store_2,12.94,0,184,105
2022-05-18,Product_B,Store_2,25.1,0,125,120
2022-05-19,Product_B,Store_2,19.34,0,233,101
2022-05-20,Product_B,Store_2,20.27,0,176,108
2022-05-21,Product_B,Store_2,24.51,0,72,108
2022-05-22,Product_B,Store_2,28.56,0,124,124
2022-05-23,Product_B,Store_2,10.59,0,89,112
2022-05-24,Product_B,Store_2,18.39,0,137,91
2022-05-25,Product_B,Store_2,8.13,0,162,97
2022-05-26,Product_B,Store_2,25.47,0,189,97
2022-05-27,Product_B,Store_2,23.55,0,172,111
2022-05-28,Product_B,Store_2,8.19,0,40,118
2022-05-29,Product_B,Store_2,26.03,1,222,159
2022-05-30,Product_B,Store_2,22.77,0,201,113
2022-05-31,Product_B,Store_2,26.42,0,30,99
2022-06-01,Product_B,Store_2,22.47,1,50,152
2022-06-02,Product_B,Store_2,22.18,0,44,106
2022-06-03,Product_B,Store_2,13.6,0,202,115
2022-06-04,Product_B,Store_2,23.88,0,125,120
2022-06-05,Product_B,Store_2,16.98,0,39,108
2022-06-06,Product_B,Store_2,15.55,0,64,101
2022-06-07,Product_B,Store_2,13.04,1,168,159
2022-06-08,Product_B,Store_2,29.26,0,26,100
2022-06-09,Product_B,Store_2,24.98,1,91,122
2022-06-10,Product_B,Store_2,20.1,1,233,120
2022-06-11,Product_B,Store_2,22.89,1,149,153
2022-06-12,Product_B,Store_2,21.77,1,24,139
2022-06-13,Product_B,Store_2,10.3,0,137,98
2022-06-14,Product_B,Store_2,18.13,0,223,76
2022-06-15,Product_B,Store_2,17.51,0,229,110
2022-06-16,Product_B,Store_2,9.45,0,227,74
2022-06-17,Product_B,Store_2,14.18,1,29,127
2022-06-18,Product_B,Store_2,10.21,0,151,130
2022-06-19,Product_B,Store_2,9.78,0,199,89
2022-06-20,Product_B,Store_2,9.22,0,87,115
2022-06-21,Product_B,Store_2,9.76,0,208,96
2022-06-22,Product_B,Store_2,21.47,0,52,90
2022-06-23,Product_B,Store_2,12.75,0,38,105
2022-06-24,Product_B,Store_2,25.38,1,135,158
2022-06-25,Product_B,Store_2,17.06,0,127,113
2022-06-26,Product_B,Store_2,17.54,0,207,105
2022-06-27,Product_B,Store_2,21.64,0,101,89
2022-06-28,Product_B,Store_2,22.93,0,50,97
2022-06-29,Product_B,Store_2,17.12,0,133,92
2022-06-30,Product_B,Store_2,27.0,0,74,102
2022-07-01,Product_B,Store_2,25.05,0,51,94
2022-07-02,Product_B,Store_2,14.84,1,133,142
2022-07-03,Product_B,Store_2,22.96,1,69,138
2022-07-04,Product_B,Store_2,12.12,0,172,94
2022-07-05,Product_B,Store_2,28.37,1,216,121
2022-07-06,Product_B,Store_2,19.52,0,39,85
2022-07-07,Product_B,Store_2,27.61,1,243,128
2022-07-08,Product_B,Store_2,16.6,0,41,78
2022-07-09,Product_B,Store_2,22.7,0,115,109
2022-07-10,Product_B,Store_2,23.24,0,156,126
2022-07-11,Product_B,Store_2,15.85,0,241,74
2022-07-12,Product_B,Store_2,13.58,0,89,90
2022-07-13,Product_B,Store_2,23.16,0,34,77
2022-07-14,Product_B,Store_2,23.37,0,102,93
2022-07-15,Product_B,Store_2,28.19,1,100,123
2022-07-16,Product_B,Store_2,27.13,0,81,90
2022-07-17,Product_B,Store_2,10.03,0,205,102
2022-07-18,Product_B,Store_2,19.48,0,48,97
2022-07-19,Product_B,Store_2,8.68,1,170,113
2022-07-20,Product_B,Store_2,23.54,0,72,80
2022-07-21,Product_B,Store_2,18.25,0,116,87
2022-07-22,Product_B,Store_2,8.34,0,45,71
2022-07-23,Product_B,Store_2,10.07,0,161,99
2022-07-24,Product_B,Store_2,10.69,0,124,96
2022-07-25,Product_B,Store_2,16.5,0,98,89
2022-07-26,Product_B,Store_2,29.74,0,93,94
2022-07-27,Product_B,Store_2,28.62,0,24,88
2022-07-28,Product_B,Store_2,26.95,0,41,79
2022-07-29,Product_B,Store_2,10.0,0,172,84
2022-07-30,Product_B,Store_2,15.86,0,191,100
2022-07-31,Product_B,Store_2,17.76,0,34,82
2022-08-01,Product_B,Store_2,12.77,0,210,98
2022-08-02,Product_B,Store_2,17.72,1,203,116
2022-08-03,Product_B,Store_2,24.93,0,38,68
2022-08-04,Product_B,Store_2,23.15,0,154,55
2022-08-05,Product_B,Store_2,14.92,0,129,77
2022-08-06,Product_B,Store_2,14.0,0,231,74
2022-08-07,Product_B,Store_2,25.37,0,150,90
2022-08-08,Product_B,Store_2,19.43,0,142,82
2022-08-09,Product_B,Store_2,11.79,0,171,78
2022-08-10,Product_B,Store_2,28.58,1,128,135
2022-08-11,Product_B,Store_2,22.22,0,198,77
2022-08-12,Product_B,Store_2,22.16,0,95,82
2022-08-13,Product_B,Store_2,24.33,0,189,103
2022-08-14,Product_B,Store_2,16.41,0,168,90
2022-08-15,Product_B,Store_2,25.29,0,89,65
2022-08-16,Product_B,Store_2,24.97,1,184,140
2022-08-17,Product_B,Store_2,11.56,0,62,83
2022-08-18,Product_B,Store_2,26.3,0,226,82
2022-08-19,Product_B,Store_2,22.79,0,195,82
2022-08-20,Product_B,Store_2,24.76,0,187,81
2022-08-21,Product_B,Store_2,26.55,0,107,82
2022-08-22,Product_B,Store_2,23.26,0,61,75
2022-08-23,Product_B,Store_2,11.84,0,97,66
2022-08-24,Product_B,Store_2,21.94,0,109,66
2022-08-25,Product_B,Store_2,28.22,0,74,77
2022-08-26,Product_B,Store_2,21.68,0,148,59
2022-08-27,Product_B,Store_2,14.64,0,37,98
2022-08-28,Product_B,Store_2,26.03,0,20,97
2022-08-29,Product_B,Store_2,13.02,0,146,75
2022-08-30,Product_B,Store_2,23.63,1,181,106
2022-08-31,Product_B,Store_2,9.15,0,197,71
2022-09-01,Product_B,Store_2,14.29,0,208,72
2022-09-02,Product_B,Store_2,13.97,0,205,93
2022-09-03,Product_B,Store_2,8.23,0,170,88
2022-09-04,Product_B,Store_2,26.36,0,64,98
2022-09-05,Product_B,Store_2,19.64,0,30,60
2022-09-06,Product_B,Store_2,20.94,0,230,73
2022-09-07,Product_B,Store_2,25.01,0,62,69
2022-09-08,Product_B,Store_2,20.18,1,228,128
2022-09-09,Product_B,Store_2,27.81,1,168,95
2022-09-10,Product_B,Store_2,8.75,0,27,84
2022-09-11,Product_B,Store_2,23.99,0,74,99
2022-09-12,Product_B,Store_2,9.98,0,191,65
2022-09-13,Product_B,Store_2,14.6,0,138,67
2022-09-14,Product_B,Store_2,13.77,0,70,78
2022-09-15,Product_B,Store_2,8.18,0,123,79
2022-09-16,Product_B,Store_2,21.48,0,134,67
2022-09-17,Product_B,Store_2,18.45,0,136,88
2022-09-18,Product_B,Store_2,26.35,0,154,78
2022-09-19,Product_B,Store_2,15.65,0,97,61
2022-09-20,Product_B,Store_2,14.21,0,108,80
2022-09-21,Product_B,Store_2,29.73,1,193,112
2022-09-22,Product_B,Store_2,9.29,0,46,62
2022-09-23,Product_B,Store_2,24.09,1,71,119
2022-09-24,Product_B,Store_2,20.74,0,80,87
2022-09-25,Product_B,Store_2,14.9,0,202,92
2022-09-26,Product_B,Store_2,27.5,0,80,69
2022-09-27,Product_B,Store_2,20.45,0,155,73
2022-09-28,Product_B,Store_2,16.77,0,123,68
2022-09-29,Product_B,Store_2,27.18,0,231,82
2022-09-30,Product_B,Store_2,16.64,0,68,74
2022-10-01,Product_B,Store_2,21.15,1,219,118
2022-10-02,Product_B,Store_2,24.92,0,101,91
2022-10-03,Product_B,Store_2,24.55,0,118,86
2022-10-04,Product_B,Store_2,11.06,0,155,55
2022-10-05,Product_B,Store_2,9.43,1,56,132
2022-10-06,Product_B,Store_2,27.43,0,31,63
2022-10-07,Product_B,Store_2,17.36,0,36,65
2022-10-08,Product_B,Store_2,18.59,0,247,75
2022-10-09,Product_B,Store_2,29.58,0,85,96
2022-10-10,Product_B,Store_2,10.79,0,173,92
2022-10-11,Product_B,Store_2,17.87,0,59,63
2022-10-12,Product_B,Store_2,26.47,0,56,69
2022-10-13,Product_B,Store_2,20.78,0,154,81
2022-10-14,Product_B,Store_2,9.6,0,188,69
2022-10-15,Product_B,Store_2,23.03,0,92,77
2022-10-16,Product_B,Store_2,13.72,0,65,105
2022-10-17,Product_B,Store_2,26.29,0,138,74
2022-10-18,Product_B,Store_2,17.88,0,143,61
2022-10-19,Product_B,Store_2,10.87,0,132,86
2022-10-20,Product_B,Store_2,27.82,0,83,54
2022-10-21,Product_B,Store_2,12.93,0,86,64
2022-10-22,Product_B,Store_2,26.96,0,48,84
2022-10-23,Product_B,Store_2,8.55,0,120,87
2022-10-24,Product_B,Store_2,14.76,0,245,71
2022-10-25,Product_B,Store_2,13.23,0,47,64
2022-10-26,Product_B,Store_2,8.71,0,234,85
2022-10-27,Product_B,Store_2,12.67,0,195,61
2022-10-28,Product_B,Store_2,19.89,0,61,76
2022-10-29,Product_B,Store_2,23.97,0,121,85
2022-10-30,Product_B,Store_2,20.27,0,94,72
2022-10-31,Product_B,Store_2,16.86,0,71,88
2022-11-01,Product_B,Store_2,28.69,0,170,73
2022-11-02,Product_B,Store_2,25.31,1,157,130
2022-11-03,Product_B,Store_2,13.96,0,83,73
2022-11-04,Product_B,Store_2,15.5,0,201,68
2022-11-05,Product_B,Store_2,21.67,0,202,98
2022-11-06,Product_B,Store_2,15.95,0,176,52
2022-11-07,Product_B,Store_2,23.61,0,132,65
2022-11-08,Product_B,Store_2,8.39,0,50,72
2022-11-09,Product_B,Store_2,13.55,0,34,61
2022-11-10,Product_B,Store_2,29.37,1,39,100
2022-11-11,Product_B,Store_2,15.76,0,127,64
2022-11-12,Product_B,Store_2,24.36,0,74,84
2022-11-13,Product_B,Store_2,21.48,0,152,72
2022-11-14,Product_B,Store_2,27.03,1,122,98
2022-11-15,Product_B,Store_2,24.74,0,156,75
2022-11-16,Product_B,Store_2,10.69,0,130,89
2022-11-17,Product_B,Store_2,12.14,0,66,87
2022-11-18,Product_B,Store_2,17.76,0,230,60
2022-11-19,Product_B,Store_2,14.72,0,182,93
2022-11-20,Product_B,Store_2,8.51,0,186,99
2022-11-21,Product_B,Store_2,15.37,0,55,62
2022-11-22,Product_B,Store_2,18.4,0,128,79
2022-11-23,Product_B,Store_2,25.53,0,165,86
2022-11-24,Product_B,Store_2,12.73,0,202,75
2022-11-25,Product_B,Store_2,23.47,1,247,134
2022-11-26,Product_B,Store_2,28.63,0,50,93
2022-11-27,Product_B,Store_2,26.28,0,209,97
2022-11-28,Product_B,Store_2,12.78,1,186,136
2022-11-29,Product_B,Store_2,14.45,0,180,96
2022-11-30,Product_B,Store_2,25.41,0,205,72
2022-12-01,Product_B,Store_2,18.21,0,175,63
2022-12-02,Product_B,Store_2,14.19,0,227,78
2022-12-03,Product_B,Store_2,24.9,0,205,101
2022-12-04,Product_B,Store_2,26.09,0,59,105
2022-12-05,Product_B,Store_2,19.58,0,236,81
2022-12-06,Product_B,Store_2,16.39,0,192,80
2022-12-07,Product_B,Store_2,9.2,0,100,79
2022-12-08,Product_B,Store_2,16.38,1,178,132
2022-12-09,Product_B,Store_2,28.92,1,150,139
2022-12-10,Product_B,Store_2,11.18,0,20,88
2022-12-11,Product_B,Store_2,21.57,1,117,145
2022-12-12,Product_B,Store_2,27.51,0,114,74
2022-12-13,Product_B,Store_2,10.6,0,191,93
2022-12-14,Product_B,Store_2,17.83,0,173,79
2022-12-15,Product_B,Store_2,27.47,0,234,92
2022-12-16,Product_B,Store_2,10.58,0,234,81
2022-12-17,Product_B,Store_2,29.66,1,93,135
2022-12-18,Product_B,Store_2,15.32,0,160,126
2022-12-19,Product_B,Store_2,12.33,1,246,123
2022-12-20,Product_B,Store_2,20.34,0,94,85
2022-12-21,Product_B,Store_2,19.41,0,56,78
2022-12-22,Product_B,Store_2,24.57,0,239,91
2022-12-23,Product_B,Store_2,20.36,0,148,93
2022-12-24,Product_B,Store_2,18.93,0,210,99
2022-12-25,Product_B,Store_2,26.33,0,96,110
2022-12-26,Product_B,Store_2,24.91,0,68,85
2022-12-27,Product_B,Store_2,20.83,0,220,105
2022-12-28,Product_B,Store_2,15.32,0,194,85
2022-12-29,Product_B,Store_2,25.96,1,190,110
2022-12-30,Product_B,Store_2,17.85,0,182,91
2022-12-31,Product_B,Store_2,29.71,0,157,98
2023-01-01,Product_B,Store_2,16.45,0,42,99
2023-01-02,Product_B,Store_2,24.11,0,167,86
2023-01-03,Product_B,Store_2,22.11,0,128,94
2023-01-04,Product_B,Store_2,12.95,0,125,103
2023-01-05,Product_B,Store_2,25.16,0,239,92
2023-01-06,Product_B,Store_2,20.71,0,48,100
2023-01-07,Product_B,Store_2,23.74,0,182,111
2023-01-08,Product_B,Store_2,19.34,0,187,104
2023-01-09,Product_B,Store_2,24.65,0,119,87
2023-01-10,Product_B,Store_2,12.15,0,32,102
2023-01-11,Product_B,Store_2,13.33,0,41,96
2023-01-12,Product_B,Store_2,28.23,0,186,101
2023-01-13,Product_B,Store_2,20.95,0,84,102
2023-01-14,Product_B,Store_2,22.75,0,195,120
2023-01-15,Product_B,Store_2,8.67,0,153,113
2023-01-16,Product_B,Store_2,27.38,0,141,102
2023-01-17,Product_B,Store_2,10.64,1,187,130
2023-01-18,Product_B,Store_2,28.03,0,236,103
2023-01-19,Product_B,Store_2,28.65,0,51,105
2023-01-20,Product_B,Store_2,29.71,1,86,158
2023-01-21,Product_B,Store_2,8.73,0,42,127
2023-01-22,Product_B,Store_2,11.05,1,199,130
2023-01-23,Product_B,Store_2,11.73,0,154,104
2023-01-24,Product_B,Store_2,14.55,0,125,96
2023-01-25,Product_B,Store_2,15.7,0,246,95
2023-01-26,Product_B,Store_2,9.47,0,23,87
2023-01-27,Product_B,Store_2,10.68,0,43,90
2023-01-28,Product_B,Store_2,23.44,0,198,107
2023-01-29,Product_B,Store_2,13.01,1,139,174
2023-01-30,Product_B,Store_2,27.45,0,81,105
2023-01-31,Product_B,Store_2,9.06,1,82,154
2023-02-01,Product_B,Store_2,15.0,0,209,110
2023-02-02,Product_B,Store_2,24.22,1,68,162
2023-02-03,Product_B,Store_2,24.35,0,179,107
2023-02-04,Product_B,Store_2,17.68,0,238,142
2023-02-05,Product_B,Store_2,27.59,0,45,136
2023-02-06,Product_B,Store_2,12.13,0,144,104
2023-02-07,Product_B,Store_2,13.99,1,191,137
2023-02-08,Product_B,Store_2,29.85,0,112,113
2023-02-09,Product_B,Store_2,15.24,0,157,106
2023-02-10,Product_B,Store_2,15.92,1,223,157
2023-02-11,Product_B,Store_2,27.76,1,232,178
2023-02-12,Product_B,Store_2,17.29,0,235,109
2023-02-13,Product_B,Store_2,27.21,0,44,112
2023-02-14,Product_B,Store_2,17.48,0,213,93
2023-02-15,Product_B,Store_2,22.6,0,138,114
2023-02-16,Product_B,Store_2,20.6,0,104,111
2023-02-17,Product_B,Store_2,25.04,0,23,97
2023-02-18,Product_B,Store_2,11.42,0,211,115
2023-02-19,Product_B,Store_2,14.97,0,137,125
2023-02-20,Product_B,Store_2,13.33,1,162,127
2023-02-21,Product_B,Store_2,27.14,0,88,105
2023-02-22,Product_B,Store_2,29.12,0,169,114
2023-02-23,Product_B,Store_2,21.73,0,170,103
2023-02-24,Product_B,Store_2,9.56,0,59,112
2023-02-25,Product_B,Store_2,24.48,0,243,115
2023-02-26,Product_B,Store_2,14.8,0,178,121
2023-02-27,Product_B,Store_2,27.29,1,195,153
2023-02-28,Product_B,Store_2,26.72,0,115,124
2023-03-01,Product_B,Store_2,26.58,0,190,93
2023-03-02,Product_B,Store_2,24.07,0,100,121
2023-03-03,Product_B,Store_2,15.26,1,122,132
2023-03-04,Product_B,Store_2,19.21,1,193,144
2023-03-05,Product_B,Store_2,12.58,0,246,110
2023-03-06,Product_B,Store_2,22.83,0,22,112
2023-03-07,Product_B,Store_2,9.5,1,105,168
2023-03-08,Product_B,Store_2,16.89,0,31,110
2023-03-09,Product_B,Store_2,9.14,0,197,128
2023-03-10,Product_B,Store_2,14.36,0,230,121
2023-03-11,Product_B,Store_2,21.95,0,70,133
2023-03-12,Product_B,Store_2,21.56,0,166,116
2023-03-13,Product_B,Store_2,22.51,0,40,114
2023-03-14,Product_B,Store_2,29.55,0,155,116
2023-03-15,Product_B,Store_2,14.54,0,104,115
2023-03-16,Product_B,Store_2,10.44,1,194,167
2023-03-17,Product_B,Store_2,25.65,1,161,159
2023-03-18,Product_B,Store_2,17.98,0,209,117
2023-03-19,Product_B,Store_2,13.93,0,248,131
2023-03-20,Product_B,Store_2,18.2,0,181,108
2023-03-21,Product_B,Store_2,26.39,0,142,115
2023-03-22,Product_B,Store_2,25.7,0,245,107
2023-03-23,Product_B,Store_2,25.04,1,168,122
2023-03-24,Product_B,Store_2,11.44,0,83,133
2023-03-25,Product_B,Store_2,17.31,0,154,135
2023-03-26,Product_B,Store_2,25.67,0,27,137
2023-03-27,Product_B,Store_2,26.45,0,29,126
2023-03-28,Product_B,Store_2,28.82,0,33,112
2023-03-29,Product_B,Store_2,24.57,0,236,121
2023-03-30,Product_B,Store_2,9.65,0,82,114
2023-03-31,Product_B,Store_2,16.62,0,74,108
2023-04-01,Product_B,Store_2,20.18,0,104,113
2023-04-02,Product_B,Store_2,23.46,1,52,184
2023-04-03,Product_B,Store_2,27.93,0,204,107
2023-04-04,Product_B,Store_2,17.89,0,211,94
2023-04-05,Product_B,Store_2,14.44,0,237,119
2023-04-06,Product_B,Store_2,24.78,1,123,166
2023-04-07,Product_B,Store_2,27.76,1,149,156
2023-04-08,Product_B,Store_2,19.47,1,75,183
2023-04-09,Product_B,Store_2,10.23,0,204,112
2023-04-10,Product_B,Store_2,18.68,0,155,126
2023-04-11,Product_B,Store_2,20.11,0,209,110
2023-04-12,Product_B,Store_2,29.31,0,97,109
2023-04-13,Product_B,Store_2,24.77,0,55,96
2023-04-14,Product_B,Store_2,10.93,0,176,113
2023-04-15,Product_B,Store_2,9.81,0,186,119
2023-04-16,Product_B,Store_2,12.68,0,40,132
2023-04-17,Product_B,Store_2,23.26,0,41,122
2023-04-18,Product_B,Store_2,29.6,0,226,123
2023-04-19,Product_B,Store_2,16.17,0,84,112
2023-04-20,Product_B,Store_2,11.69,0,156,119
2023-04-21,Product_B,Store_2,16.6,1,180,154
2023-04-22,Product_B,Store_2,18.73,0,162,115
2023-04-23,Product_B,Store_2,14.42,0,23,141
2023-04-24,Product_B,Store_2,8.25,0,221,105
2023-04-25,Product_B,Store_2,18.34,0,86,107
2023-04-26,Product_B,Store_2,10.1,1,107,169
2023-04-27,Product_B,Store_2,20.97,0,34,107
2023-04-28,Product_B,Store_2,19.11,0,60,107
2023-04-29,Product_B,Store_2,23.83,0,155,128
2023-04-30,Product_B,Store_2,23.05,0,98,110
2023-05-01,Product_B,Store_2,12.14,0,24,98
2023-05-02,Product_B,Store_2,11.09,1,91,150
2023-05-03,Product_B,Store_2,25.38,0,113,108
2023-05-04,Product_B,Store_2,27.41,0,191,109
2023-05-05,Product_B,Store_2,26.28,0,245,108
2023-05-06,Product_B,Store_2,26.61,0,212,122
2023-05-07,Product_B,Store_2,11.43,0,239,124
2023-05-08,Product_B,Store_2,26.81,0,201,113
2023-05-09,Product_B,Store_2,19.82,0,199,96
2023-05-10,Product_B,Store_2,18.2,0,241,102
2023-05-11,Product_B,Store_2,21.93,0,146,111
2023-05-12,Product_B,Store_2,17.25,0,82,110
2023-05-13,Product_B,Store_2,26.69,0,182,118
2023-05-14,Product_B,Store_2,21.75,0,58,125
2023-05-15,Product_B,Store_2,18.77,0,235,114
2023-05-16,Product_B,Store_2,29.09,0,91,103
2023-05-17,Product_B,Store_2,24.23,0,188,121
2023-05-18,Product_B,Store_2,19.78,0,53,94
2023-05-19,Product_B,Store_2,19.62,0,84,108
2023-05-20,Product_B,Store_2,20.68,0,166,115
2023-05-21,Product_B,Store_2,10.7,1,102,138
2023-05-22,Product_B,Store_2,11.93,1,62,144
2023-05-23,Product_B,Store_2,25.18,1,144,140
2023-05-24,Product_B,Store_2,18.25,0,78,92
2023-05-25,Product_B,Store_2,18.09,0,244,101
2023-05-26,Product_B,Store_2,9.39,0,29,92
2023-05-27,Product_B,Store_2,29.01,0,162,123
2023-05-28,Product_B,Store_2,26.32,0,141,112
2023-05-29,Product_B,Store_2,13.1,0,35,95
2023-05-30,Product_B,Store_2,23.29,0,197,103
2023-05-31,Product_B,Store_2,25.2,0,169,102
2023-06-01,Product_B,Store_2,9.89,0,81,81
2023-06-02,Product_B,Store_2,29.34,0,110,109
2023-06-03,Product_B,Store_2,13.39,0,137,109
2023-06-04,Product_B,Store_2,20.13,0,231,125
2023-06-05,Product_B,Store_2,15.27,0,166,88
2023-06-06,Product_B,Store_2,12.68,0,162,110
2023-06-07,Product_B,Store_2,9.42,0,163,95
2023-06-08,Product_B,Store_2,16.66,0,246,104
2023-06-09,Product_B,Store_2,23.39,0,245,101
2023-06-10,Product_B,Store_2,29.83,0,103,93
2023-06-11,Product_B,Store_2,25.75,0,223,119
2023-06-12,Product_B,Store_2,16.27,0,202,103
2023-06-13,Product_B,Store_2,15.07,0,177,101
2023-06-14,Product_B,Store_2,29.75,0,170,94
2023-06-15,Product_B,Store_2,9.2,0,130,116
2023-06-16,Product_B,Store_2,14.0,0,165,83
2023-06-17,Product_B,Store_2,15.28,0,216,100
2023-06-18,Product_B,Store_2,20.43,0,177,103
2023-06-19,Product_B,Store_2,26.69,0,231,97
2023-06-20,Product_B,Store_2,21.57,0,143,81
2023-06-21,Product_B,Store_2,14.74,0,160,108
2023-06-22,Product_B,Store_2,24.14,0,207,91
2023-06-23,Product_B,Store_2,23.03,0,144,101
2023-06-24,Product_B,Store_2,24.63,1,57,181
2023-06-25,Product_B,Store_2,25.14,0,205,106
2023-06-26,Product_B,Store_2,10.88,0,161,101
2023-06-27,Product_B,Store_2,8.77,1,174,103
2023-06-28,Product_B,Store_2,10.22,0,184,103
2023-06-29,Product_B,Store_2,23.06,0,150,94
2023-06-30,Product_B,Store_2,27.39,1,189,134
2023-07-01,Product_B,Store_2,14.05,0,249,106
2023-07-02,Product_B,Store_2,14.1,0,147,130
2023-07-03,Product_B,Store_2,17.93,0,164,103
2023-07-04,Product_B,Store_2,27.06,0,199,86
2023-07-05,Product_B,Store_2,22.28,0,212,95
